Title,Year,Quote,Trans
Desh Premee,Release Year - 1982,Firangi sarkar ke pass koi aisi goli nahin joh ek desh premee ke seene ko paar kar sake,The foreign government does not have a bullet than can pierce through the chest of a patriot

Desh Premee,Release Year - 1982,Tumhare raj mein toh zulm ke khilaaf awaaz uthana bhi jurm hai,In your rule to raise the voice against injustice is also a crime

Desh Premee,Release Year - 1982,Joh log paisa kamakar apna imaan gavah dete hai ... woh daulat hote hue bhi fakiron se battar hai,People who lose their honesty when they make money ... they are worse than the poor even with the money

Arjun,Release Year - 1985,Main zindagi se nahi ... apne aap se naraaz hoon,Not with life ... I am displeased with myself

Arjun,Release Year - 1985,Main tumhare accountant ka beta hoon ... aur yeh pitai tumhare account mein bahut dino se likhi thi,I am a son of your accountant ... and this beating was written in your account since days

Arjun,Release Year - 1985,Chalo utho ... abhi tumhe bahut pitna hai,Come on get up ... you still have to be thrashed a lot

Arjun,Release Year - 1985,Main us Mahabharat ka Arjun hoon ... jis Mahabharat ke Duryodhan aap hai,I am the Arjun of that Mahabharat ... in which you are the Duryodhan

Parinda,Release Year - 1989,Yeh dukh naam ki bimari ka ilaaj kisi doctor ke paas bhi nahi ... iska ilaaj khud dhoondna padta hai ... dukh ko bhoolna parta hai,No doctor has the cure for the disease of grief ... one has to find the cure for it themselves ... one has to forget grief

Parinda,Release Year - 1989,"Dhande mein koi kisika bhai nahi, koi kisika beta nahi","In business no one is a brother, no one is a son"

Parinda,Release Year - 1989,Apne saath kaam karna hai toh usse imtihaan mein toh bethna hi padega,If he wants to work with us then he must sit for the exam

Parinda,Release Year - 1989,Joh aadmi ek lakh rupaiy mein tujhe yeh khabar de sakta hai ... woh aadmi paanch lakh rupaiy mein tujhe yahan laakar bech bhi sakta hai,The man who can sell you this news for one lakh Rupees ... that man can also get you here and sell you for five lakh Rupees

Yaarana (1981),Release Year - 1981,"Mister ka murder ho gaya, murder ka mister ho gaya ... dono milake murder mystery ho gaya","The mister was murdered, the murder became mister ... together it became murder mystery "

Yaarana (1981),Release Year - 1981,"Dosti joh hai na, bahut pavitra hai ... isko dosti hi rehne de ... iske upar pet, paisa, roti iski parchai na padne de","Friendship is very holy ... let it be friendship only ... don't allow the shadow of stomach, money, food to fall on it"

Yaarana (1981),Release Year - 1981,"Main tera dost hoon, tu haddi main gosht hoon ... tera mera saath hai, maut ki baat hai, dushman ki gardan mere haath hai ... yeh uski khopdi, yeh meri laat hai","I am your friend, you are the bone I am the meat ... you and me are together, the topic is death, the enemies neck is in my hand ... this is his skull, this is my kick"

Yaarana (1981),Release Year - 1981,Tere liye toh maine nark ke darwaze bhi bandh kar diye kamine,"Bloody, for you I have even closed the doors of hell"

Luv Shuv Tey Chicken Khurana,Release Year - 2012,Apneya de samne gas chodke pyar badta hai,Love increases when you fart in front of your own people

Luv Shuv Tey Chicken Khurana,Release Year - 2012,Tu akela harami pehda nahin hua,You aren't the only scoundrel born

Akele Hum Akele Tum,Release Year - 1995,Main yeh nahi janta ki yeh kahan likha hai ... ki ek aurat mard se zyada pyar de sakti hai,I don't know where is it written ... that a woman can give more love than a man

Beta,Release Year - 1992,Hum us desh ke waasi hai jis desh mein Ganga behti hai ... aur jis desh mein bahu apne saas sasur ke samne sar par pallu daal ke rehti hai,I am from the country where the Ganga (river) flows ... and from the country where a daughter-in-law wheres a veil on her head in front of her mother-in-law and father-in-law

Beta,Release Year - 1992,"Wah, kya saas ho tum ... abhi tak bahu ke haath ki mehandi nahi chhooti ... aur tumne apna rang dikhana shuru kar diya","Wow, what a mother-in-law you are ... the henna on your daughter-in-laws hand has not yet gone ... and you have started to show your colors"

Beta,Release Year - 1992,"Aye buddhe ... pet mein aant nahi hai, mooh mein daant nahi hai ... chumma lega?","You old man ... you don't have tripes in your stomach, you don't have teeth in your mouth ... and you want a kiss?"

Beta,Release Year - 1992,Tu mera dulha toh kya ... kisi ka dalaal banne ke layak bhi nahi hai,Forget being my bridegroom ... you are not even worth becoming a broker for anyone

Qayamat,Release Year - 2003,"Na Hinduo se hai, na Musalmano se hai ... is mulk mein taqleef baimaano se hai","Not Hindus, not Muslims ... this country has a problem with traitors"

Qayamat,Release Year - 2003,"Kabhi mujhko hasaye, kabhi mujhko rulaye ... mujhe kitna sataati hai ... woh ladki bahut yaad aati hai","Sometime she make me smile, sometimes she makes me cry ... how much she troubles me ... I remember that girl a lot"

Qayamat,Release Year - 2003,Mere jaane ke baad log mujhe zyada yaad karte hai,People remember me more after I leave

Qayamat,Release Year - 2003,Jab baat Hindustan Pakistan ki ho rahi ho ... toh har Hindustani ek hi taraf hota hai,When the question is about India and Pakistan ... then every Indian is on one side

Thanedaar,Release Year - 1990,Aainda khayal rakhna ki josh mein zabaan na ladkhadaye ... warna apne hosh kho baithoge,From now on ensure that your tongue does not slip when in high spirit ... or else you will lose your conscious

Thanedaar,Release Year - 1990,Jurm ki duniya ke chote bhai ... hum kanoon ki duniya ke bade bhai hain,You are the younger brother of the world of crime ... and I am the elder brother of the world of law

Thanedaar,Release Year - 1990,Tujhse ghayal hone mein toh bahut mazaa aayega,It will be great fun to get wounded by you

Thanedaar,Release Year - 1990,Agar Lawrence aur Peter ko gussa aa gaya ... toh tumhara zindagi maut se baatein karne lagega,If Lawrence and Peter get angry ... then your life will start talking to death

Kabhi Haan Kabhi Naa,Release Year - 1993,Idhar ja rahe ho yah udhar ja rahe ho ... kidhar bhi ja rahe ho ... sab raasta God ke paas jata hai,Whether you are going here or whether you are going there ... wherever you are going ... all roads lead to God

Kabhi Haan Kabhi Naa,Release Year - 1993,Arrey tu sad hota hai na ... main double sad hota hai re,When you are sad ... I am double sad

Kabhi Haan Kabhi Naa,Release Year - 1993,"Yahin kahin aas paas koi saala bahut sad hai re ... very sad, very sad","Somewhere close by, bloody someone is very sad ... very sad, very sad"

Kabhi Haan Kabhi Naa,Release Year - 1993,Humko maloom hai heaven bahut beautiful jagah hai ... par wahan jaane ka humko itna jaldi nahi hai,I know heaven is a very beautiful place ... but I am in no rush to get there

Sherdil,Release Year - 1990,Yeh maa ki gaud nahin hai ... maut ki gaud hai,This is not the lap of a mother ... it is the lap of death

Sherdil,Release Year - 1990,Mere chehre pe kutte ki naak lagi hui hai ... main apne karazdaar ko soongh ke pakad leta hoon,I have a dogs nose on my face ... I can smell my debtor and catch him

Sherdil,Release Year - 1990,Shobhraj joh karta hai woh kehta nahi ... pehle karta hai phir kehta hai,Shobhraj doesn't say first whatever he does ... he does it first and then says it

Hum Saath Saath Hain,Release Year - 1999,Hum chahe bandhan mein bandhe na bandhe ... jazbaat ka rishta toh dil se hai,Whether we're tied in a bond or not ... the relationship of emotions is with the heart

Hum Saath Saath Hain,Release Year - 1999,Bachpan ki mohabbat ko dil se na juda karna ... jab yaad meri aaye milne ki dua karna,"Don't separate the love of childhood from your heart ... whenever you remember me, pray that we meet soon"

Hum Saath Saath Hain,Release Year - 1999,Ladki apne dil ki baat aankhon se keh deti hai,A girl says whatever is in heart through her eyes

Hum Saath Saath Hain,Release Year - 1999,Agar kisika dukh baatna hi chahte ho ... toh kaam kuch aisa karo ... ke doosro ki zindagi mein khushi aaye,If you want to share someones sorrow ... then do such a work ... which brings happiness in others life

Swarg,Release Year - 1990,"Duniya mein gareeb pehda hona koi jurm nahi, koi paap nahi ... magar gareeb marna sabse bada jurm hai, sabse bada paap hai","Being born poor in this world is not a crime, not a sin ... but to die poor is the biggest crime, the biggest sin"

Swarg,Release Year - 1990,Bhagwan toh hamesha bhagwan hi rehta hai ... uski har haal mein puja ki jati hai ... chahe woh apne bhakt ko sukh de yah dukh,God always remains God ... he is worshiped no matter what ... whether he gives his devotee happiness or sadness

Swarg,Release Year - 1990,"Jab tak swarg mein devta nahi hota ... swarg, swarg nahi hota hai","Until there is no God in heaven ... heaven, it not heaven"

Swarg,Release Year - 1990,Duniya ka koi insaan bura aadmi nahi hota ... koi aadmi apni maa ke pet se bura pehda nahi hota ... koi chor apni khushi se chori nahi karta ... koi daaku apni khushi se daaka nahi dalta ... koi tawaif apni khushi se apna jism nahi bechti ... waqt aur halaat insaan ko bura banne pe majboor kar dete hai,No person in this world is an evil person ... no one is born evil from their mother's womb ... no thief steals with his own happiness ... no dacait robs with his own happiness ... no prostitute sells her body with her own happiness ... time and situation compel a person to become evil

Rock On,Release Year - 2008,Kabhi kabhi aisa lagta hai jaise yeh sab pichle janam mein hua ho ... aur kabhi jaise kal hi,Sometimes it feels as if it all happened in another lifetime ... and sometimes as if just yesterday

Rock On,Release Year - 2008,"Hum honge, lights hogi, ek huge audience hogi ... aur hogi music jiske har beat mein, har note mein zindagi hogi ... zindagi","We'll be there, there'll be lights, there'll be a huge audience ... and there'll be music in which every beat, every note there'll be life ... life"

Rock On,Release Year - 2008,Main marne se pehle ek raat poori tarah jeena chahta hoon,Before dying I want to live one night to the fullest

Rock On,Release Year - 2008,Baat toh tumhe bhi saaf nazar aani chahiye ... lekin uske liye tumhe apne yeh rockstar shades utaarne padenge,You will also see what the matter is ... but for that you will have to remove your rockstar shades

Aashiqui,Release Year - 1990,Ab mujhe tumhe pyar karne se koi nahi rok sakta ... tum bhi nahi,Now no one can stop me from loving you ... not even you

Aashiqui,Release Year - 1990,"Tumhara naam maine sirf apne jism par hi nahi ... apne dil, apne dimag aur apni aatma par bhi gaad diya hai","Not only have I buried your name on my body ... but also in my heart, in my mind and in my soul"

Aashiqui,Release Year - 1990,"Koi bhi rishta kitna bhi mahaan, kitna bhi bada kyun na ho ... uske khatam ho jane se zindagi khatam nahi hoti",No matter how great and how big a relation is ... life does not end when that relation ends

Aashiqui,Release Year - 1990,"Sansar mein agar koi cheez logon ko zinda rakhti hai na ... toh woh pyar hai, pyar","If there is something that keeps people alive in the universe ... then that is love, love"

Special 26,Release Year - 2013,Asli power dil mein hoti hai!,The real power lies within the heart!

Special 26,Release Year - 2013,Logon ke pairon mein chakkar hota hai ... mere dimaag mein hai,People have a swirl in their legs ... I have it in my mind

Kati Patang,Release Year - 1970,"Na koi tarang hai, na koi umang hai ... meri zindagi bhi kya ek kati patang hai","Neither do I have any thrill, neither do I have any ambition ... my life is like a lose kite"

Kati Patang,Release Year - 1970,Apnepan ke liye kisiko apna banana zaroori nahi ... jisse bhi apnapan mil jaye wohi apna hai,"For oneness, one does not need to make someone ours ... from whoever you get oneness, they are ours"

Kati Patang,Release Year - 1970,Kavita se mann ko behlaya ja sakta hai ... samjhaya nahi ja sakta,With a poem you can make a heart happy ... but you can't make it understand

Kati Patang,Release Year - 1970,"Pyar apni jagah hai, daulat apni jagah hai ... zindagi ke liye dono zaroori hai","Love is in its own place, money is in its own place ... for life both are important"

Run,Release Year - 2004,Bada kamzor leg piece hai ... is murghi ko polio ho gaya tha kya?,It is a very thin leg piece ... did this chicken have polio?

Run,Release Year - 2004,Mujhe tumhari ungli nahi ... poora haath thaamna hai zindagi bhar ke liye,I don't want your finger ... I want to hold your complete hand for my entire life
